ZIPCODE,CITY,STATE,COUNTY,LATITUDE,LONGITUDE
77510,Santa Fe,TX,Galveston,29.4032,-95.0734
77517,Santa Fe,TX,Galveston,29.3673,-95.1361
77518,Bacliff,TX,Galveston,29.5055,-94.9893
77539,Dickinson,TX,Galveston,29.4585,-95.0345
77546,Friendswood,TX,Galveston,29.5224,-95.1879
77549,Friendswood,TX,Galveston,29.3305,-94.8002
77550,Galveston,TX,Galveston,29.2983,-94.793
77551,Galveston,TX,Galveston,29.2766,-94.8303
77552,Galveston,TX,Galveston,29.2205,-94.9444
77553,Galveston,TX,Galveston,29.3322,-94.8002
77554,Galveston,TX,Galveston,29.2243,-94.9637
77555,Galveston,TX,Galveston,29.3305,-94.8002
77563,Hitchcock,TX,Galveston,29.3398,-94.9926
77565,Kemah,TX,Galveston,29.5236,-95.0276
77568,La Marque,TX,Galveston,29.3676,-94.9742
77573,League City,TX,Galveston,29.5173,-95.0963
77574,League City,TX,Galveston,29.5116,-95.0582
77590,Texas City,TX,Galveston,29.397,-94.9203
77591,Texas City,TX,Galveston,29.3891,-94.9942
77592,Texas City,TX,Galveston,29.3305,-94.8002
77617,Gilchrist,TX,Galveston,29.523,-94.4755
77623,High Island,TX,Galveston,29.5472,-94.4267
77650,Port Bolivar,TX,Galveston,29.4548,-94.6954
79330,Justiceburg,TX,Garza,33.0594,-101.1881
79356,Post,TX,Garza,33.2017,-101.3922
78618,Doss,TX,Gillespie,30.4613,-99.1707
78624,Fredericksburg,TX,Gillespie,30.2817,-98.8799
78631,Harper,TX,Gillespie,30.2816,-99.241
78671,Stonewall,TX,Gillespie,30.2088,-98.6131
78675,Willow City,TX,Gillespie,30.4549,-98.6646
79739,Garden City,TX,Glasscock,31.8491,-101.5269
77960,Fannin,TX,Goliad,28.6778,-97.2606
77963,Goliad,TX,Goliad,28.6993,-97.3783
77993,Weesatche,TX,Goliad,28.8358,-97.4442
78107,Berclair,TX,Goliad,28.5295,-97.5925
78122,Leesville,TX,Gonzales,29.3961,-97.7566
78140,Nixon,TX,Gonzales,29.3016,-97.7529
78159,Smiley,TX,Gonzales,29.2655,-97.6227
78603,Bebe,TX,Gonzales,29.4472,-97.4946
78604,Belmont,TX,Gonzales,29.4472,-97.4946
78614,Cost,TX,Gonzales,29.4321,-97.5531
78629,Gonzales,TX,Gonzales,29.5086,-97.4495
78632,Harwood,TX,Gonzales,29.6661,-97.4906
78658,Ottine,TX,Gonzales,29.5952,-97.5911
78677,Wrightsboro,TX,Gonzales,29.4472,-97.4946
78959,Waelder,TX,Gonzales,29.6868,-97.2958
79002,Alanreed,TX,Gray,35.2273,-100.7592
79054,Lefors,TX,Gray,35.4391,-100.8059
79057,Mclean,TX,Gray,35.2312,-100.6008
79065,Pampa,TX,Gray,35.538,-100.9579
79066,Pampa,TX,Gray,35.5334,-100.956
75020,Denison,TX,Grayson,33.745,-96.5496
75021,Denison,TX,Grayson,33.7169,-96.5235
75058,Gunter,TX,Grayson,33.4495,-96.7341
75076,Pottsboro,TX,Grayson,33.8095,-96.6906
75090,Sherman,TX,Grayson,33.6435,-96.6075
75091,Sherman,TX,Grayson,33.6787,-96.6623
75092,Sherman,TX,Grayson,33.6372,-96.6184
75414,Bells,TX,Grayson,33.6178,-96.4237
75459,Howe,TX,Grayson,33.5349,-96.6407
75489,Tom Bean,TX,Grayson,33.5297,-96.4836
75491,Whitewright,TX,Grayson,33.519,-96.451
75495,Van Alstyne,TX,Grayson,33.4292,-96.5486
76233,Collinsville,TX,Grayson,33.558,-96.9014
76245,Gordonville,TX,Grayson,33.8343,-96.8403
76264,Sadler,TX,Grayson,33.731,-96.84
76268,Southmayd,TX,Grayson,33.6153,-96.7618
76271,Tioga,TX,Grayson,33.4675,-96.9097
76273,Whitesboro,TX,Grayson,33.659,-96.879
75601,Longview,TX,Gregg,32.5178,-94.7303
75602,Longview,TX,Gregg,32.4724,-94.7101
75603,Longview,TX,Gregg,32.4264,-94.7117
75604,Longview,TX,Gregg,32.5251,-94.799
75605,Longview,TX,Gregg,32.5547,-94.7767
75606,Longview,TX,Gregg,32.3694,-94.6161
75607,Longview,TX,Gregg,32.5112,-94.7835
75608,Longview,TX,Gregg,32.5701,-94.8481
75615,Longview,TX,Gregg,32.5112,-94.7835
75641,Easton,TX,Gregg,32.3854,-94.5515
75647,Gladewater,TX,Gregg,32.5559,-94.932
75660,Judson,TX,Gregg,32.5112,-94.7835
75662,Kilgore,TX,Gregg,32.3836,-94.8653
75663,Kilgore,TX,Gregg,32.387,-94.8951
75693,White Oak,TX,Gregg,32.5383,-94.8622
77363,Plantersville,TX,Grimes,30.2969,-95.8498
77830,Anderson,TX,Grimes,30.5443,-96.0018
77831,Bedias,TX,Grimes,30.7065,-95.9546
77861,Iola,TX,Grimes,30.7326,-96.0911
77868,Navasota,TX,Grimes,30.3576,-96.0594
77873,Richards,TX,Grimes,30.5796,-95.8959
77875,Roans Prairie,TX,Grimes,30.6075,-95.9579
77876,Shiro,TX,Grimes,30.6752,-95.8285
78108,Cibolo,TX,Guadalupe,29.575,-98.228
78115,Geronimo,TX,Guadalupe,29.5451,-98.0408
78123,Mc Queeney,TX,Guadalupe,29.6023,-98.0492
78124,Marion,TX,Guadalupe,29.5684,-98.1517
78154,Schertz,TX,Guadalupe,29.579,-98.2778
78155,Seguin,TX,Guadalupe,29.5613,-97.9628
78156,Seguin,TX,Guadalupe,29.6118,-97.9712
78638,Kingsbury,TX,Guadalupe,29.6726,-97.8306
78670,Staples,TX,Guadalupe,29.7706,-97.8186
79021,Cotton Center,TX,Hale,33.9753,-102.0314
79032,Edmonson,TX,Hale,34.2789,-101.8941
79041,Hale Center,TX,Hale,34.0669,-101.8736
79072,Plainview,TX,Hale,34.1962,-101.7259
79073,Plainview,TX,Hale,34.0689,-101.827
79250,Petersburg,TX,Hale,33.8768,-101.6046
79311,Abernathy,TX,Hale,33.85,-101.8611
79233,Estelline,TX,Hall,34.5303,-100.4455
79239,Lakeview,TX,Hall,34.6724,-100.7259
79245,Memphis,TX,Hall,34.7122,-100.5347
79261,Turkey,TX,Hall,34.4036,-100.8449
76436,Carlton,TX,Hamilton,31.8949,-98.1842
76457,Hico,TX,Hamilton,31.9597,-98.0249
76531,Hamilton,TX,Hamilton,31.6781,-98.1131
76565,Pottsville,TX,Hamilton,31.6837,-98.3561
79040,Gruver,TX,Hansford,36.2868,-101.4089
79062,Morse,TX,Hansford,36.0596,-101.4729
79081,Spearman,TX,Hansford,36.1927,-101.1952
79225,Chillicothe,TX,Hardeman,34.2439,-99.5157
79252,Quanah,TX,Hardeman,34.2956,-99.7494
77374,Thicket,TX,Hardin,30.3765,-94.6361
77376,Votaw,TX,Hardin,30.4334,-94.6804
77519,Batson,TX,Hardin,30.225,-94.6096
77585,Saratoga,TX,Hardin,30.3398,-94.5717
77625,Kountze,TX,Hardin,30.3703,-94.3259
77656,Silsbee,TX,Hardin,30.3244,-94.1907
77657,Lumberton,TX,Hardin,30.2818,-94.2191
77659,Sour Lake,TX,Hardin,30.1491,-94.3733
77663,Village Mills,TX,Hardin,30.5185,-94.4458
77001,Houston,TX,Harris,29.8131,-95.3098
77002,Houston,TX,Harris,29.7594,-95.3594
77003,Houston,TX,Harris,29.7489,-95.3391
77004,Houston,TX,Harris,29.7247,-95.3625
77005,Houston,TX,Harris,29.7179,-95.4263
77006,Houston,TX,Harris,29.7409,-95.3923
77007,Houston,TX,Harris,29.7736,-95.4034
77008,Houston,TX,Harris,29.7991,-95.4118
77009,Houston,TX,Harris,29.7936,-95.3675
77010,Houston,TX,Harris,29.7543,-95.3609
77011,Houston,TX,Harris,29.742,-95.3073
77012,Houston,TX,Harris,29.7149,-95.2819
77013,Houston,TX,Harris,29.7842,-95.2301
77014,Houston,TX,Harris,29.9796,-95.4625
77015,Houston,TX,Harris,29.7853,-95.1852
77016,Houston,TX,Harris,29.8579,-95.3032
77017,Houston,TX,Harris,29.6863,-95.2555
77018,Houston,TX,Harris,29.8272,-95.4266
77019,Houston,TX,Harris,29.7517,-95.4054
77020,Houston,TX,Harris,29.7758,-95.3121
77021,Houston,TX,Harris,29.6954,-95.3562
77022,Houston,TX,Harris,29.8299,-95.3769
77023,Houston,TX,Harris,29.7242,-95.3178
77024,Houston,TX,Harris,29.7696,-95.5201
77025,Houston,TX,Harris,29.6889,-95.4341
77026,Houston,TX,Harris,29.7972,-95.3288
77027,Houston,TX,Harris,29.7396,-95.446
77028,Houston,TX,Harris,29.8297,-95.2879
77029,Houston,TX,Harris,29.763,-95.2567
77030,Houston,TX,Harris,29.7041,-95.401
77031,Houston,TX,Harris,29.6581,-95.5413
77032,Houston,TX,Harris,29.9368,-95.3299
77033,Houston,TX,Harris,29.6686,-95.3382
77034,Houston,TX,Harris,29.6364,-95.2216
77035,Houston,TX,Harris,29.6518,-95.4854
77036,Houston,TX,Harris,29.6984,-95.5405
77037,Houston,TX,Harris,29.8892,-95.3935
77038,Houston,TX,Harris,29.9196,-95.4386
77039,Houston,TX,Harris,29.9067,-95.3334
77040,Houston,TX,Harris,29.8957,-95.5861
77041,Houston,TX,Harris,29.8602,-95.5817
77042,Houston,TX,Harris,29.7404,-95.5589
77043,Houston,TX,Harris,29.8052,-95.5607
77044,Houston,TX,Harris,29.8635,-95.1976
77045,Houston,TX,Harris,29.6297,-95.4382
77046,Houston,TX,Harris,29.733,-95.4306
77047,Houston,TX,Harris,29.6254,-95.375
77048,Houston,TX,Harris,29.6321,-95.3416
77049,Houston,TX,Harris,29.8235,-95.1848
77050,Houston,TX,Harris,29.9015,-95.2848
77051,Houston,TX,Harris,29.6579,-95.3688
77052,Houston,TX,Harris,29.6768,-95.1776
77053,Houston,TX,Harris,29.5962,-95.4587
77054,Houston,TX,Harris,29.6852,-95.4017
77055,Houston,TX,Harris,29.7971,-95.4958
77056,Houston,TX,Harris,29.7446,-95.4683
77057,Houston,TX,Harris,29.7422,-95.4903
77058,Houston,TX,Harris,29.5716,-95.0998
77059,Houston,TX,Harris,29.5975,-95.1134
77060,Houston,TX,Harris,29.9335,-95.3981
77061,Houston,TX,Harris,29.6652,-95.279
77062,Houston,TX,Harris,29.5721,-95.1303
77063,Houston,TX,Harris,29.7348,-95.522
77064,Houston,TX,Harris,29.919,-95.5569
77065,Houston,TX,Harris,29.9319,-95.6106
77066,Houston,TX,Harris,29.961,-95.4947
77067,Houston,TX,Harris,29.9547,-95.4522
77068,Houston,TX,Harris,30.0069,-95.4897
77069,Houston,TX,Harris,29.9863,-95.5208
77070,Houston,TX,Harris,29.9781,-95.5803
77071,Houston,TX,Harris,29.6518,-95.5176
77072,Houston,TX,Harris,29.699,-95.5862
77073,Houston,TX,Harris,30.0198,-95.4087
77074,Houston,TX,Harris,29.6896,-95.5106
77075,Houston,TX,Harris,29.6223,-95.26
77076,Houston,TX,Harris,29.858,-95.3834
77077,Houston,TX,Harris,29.7477,-95.603
77078,Houston,TX,Harris,29.8497,-95.2582
77079,Houston,TX,Harris,29.7738,-95.598
77080,Houston,TX,Harris,29.8159,-95.523
77081,Houston,TX,Harris,29.7119,-95.4845
77082,Houston,TX,Harris,29.7223,-95.6285
77083,Houston,TX,Harris,29.6947,-95.6511
77084,Houston,TX,Harris,29.844,-95.6623
77085,Houston,TX,Harris,29.6218,-95.4819
77086,Houston,TX,Harris,29.9227,-95.4939
77087,Houston,TX,Harris,29.6876,-95.3011
77088,Houston,TX,Harris,29.8817,-95.4539
77089,Houston,TX,Harris,29.594,-95.2218
77090,Houston,TX,Harris,30.0167,-95.447
77091,Houston,TX,Harris,29.8534,-95.4435
77092,Houston,TX,Harris,29.8324,-95.472
77093,Houston,TX,Harris,29.8617,-95.3403
77094,Houston,TX,Harris,29.7705,-95.7107
77095,Houston,TX,Harris,29.8941,-95.6481
77096,Houston,TX,Harris,29.6722,-95.4861
77097,Houston,TX,Harris,29.834,-95.4342
77098,Houston,TX,Harris,29.735,-95.4118
77099,Houston,TX,Harris,29.6709,-95.5866
77201,Houston,TX,Harris,29.834,-95.4342
77202,Houston,TX,Harris,29.834,-95.4342
77203,Houston,TX,Harris,29.834,-95.4342
77204,Houston,TX,Harris,29.834,-95.4342
77205,Houston,TX,Harris,29.834,-95.4342
77206,Houston,TX,Harris,29.834,-95.4342
77207,Houston,TX,Harris,29.834,-95.4342
77208,Houston,TX,Harris,29.834,-95.4342
77209,Houston,TX,Harris,29.6128,-95.1585
77210,Houston,TX,Harris,29.834,-95.4342
77212,Houston,TX,Harris,29.834,-95.4342
77213,Houston,TX,Harris,29.834,-95.4342
77215,Houston,TX,Harris,29.834,-95.4342
77216,Houston,TX,Harris,29.834,-95.4342
77217,Houston,TX,Harris,29.834,-95.4342
77218,Houston,TX,Harris,29.834,-95.4342
77219,Houston,TX,Harris,29.834,-95.4342
77220,Houston,TX,Harris,29.834,-95.4342
77221,Houston,TX,Harris,29.834,-95.4342
77222,Houston,TX,Harris,29.834,-95.4342
77223,Houston,TX,Harris,29.834,-95.4342
77224,Houston,TX,Harris,29.834,-95.4342
77225,Houston,TX,Harris,29.834,-95.4342
77226,Houston,TX,Harris,29.834,-95.4342
77227,Houston,TX,Harris,29.834,-95.4342
77228,Houston,TX,Harris,29.834,-95.4342
77229,Houston,TX,Harris,29.834,-95.4342
77230,Houston,TX,Harris,29.834,-95.4342
77231,Houston,TX,Harris,29.834,-95.4342
77233,Houston,TX,Harris,29.834,-95.4342
77234,Houston,TX,Harris,29.834,-95.4342
77235,Houston,TX,Harris,29.834,-95.4342
77236,Houston,TX,Harris,29.834,-95.4342
77237,Houston,TX,Harris,29.834,-95.4342
77238,Houston,TX,Harris,29.834,-95.4342
77240,Houston,TX,Harris,29.834,-95.4342
77241,Houston,TX,Harris,29.834,-95.4342
77242,Houston,TX,Harris,29.834,-95.4342
77243,Houston,TX,Harris,29.834,-95.4342
77244,Houston,TX,Harris,29.834,-95.4342
77245,Houston,TX,Harris,29.834,-95.4342
77248,Houston,TX,Harris,29.834,-95.4342
77249,Houston,TX,Harris,29.834,-95.4342
77251,Houston,TX,Harris,29.834,-95.4342
77252,Houston,TX,Harris,29.834,-95.4342
77253,Houston,TX,Harris,29.834,-95.4342
77254,Houston,TX,Harris,29.834,-95.4342
77255,Houston,TX,Harris,29.834,-95.4342
77256,Houston,TX,Harris,29.834,-95.4342
77257,Houston,TX,Harris,29.834,-95.4342
77258,Houston,TX,Harris,29.834,-95.4342
77259,Houston,TX,Harris,29.834,-95.4342
77261,Houston,TX,Harris,29.834,-95.4342
77262,Houston,TX,Harris,29.834,-95.4342
77263,Houston,TX,Harris,29.834,-95.4342
77265,Houston,TX,Harris,29.834,-95.4342
77266,Houston,TX,Harris,29.834,-95.4342
77267,Houston,TX,Harris,29.834,-95.4342
77268,Houston,TX,Harris,29.834,-95.4342
77269,Houston,TX,Harris,29.834,-95.4342
77270,Houston,TX,Harris,29.834,-95.4342
77271,Houston,TX,Harris,29.834,-95.4342
77272,Houston,TX,Harris,29.834,-95.4342
77273,Houston,TX,Harris,29.834,-95.4342
77274,Houston,TX,Harris,29.834,-95.4342
77275,Houston,TX,Harris,29.834,-95.4342
77277,Houston,TX,Harris,29.834,-95.4342
77279,Houston,TX,Harris,29.834,-95.4342
77280,Houston,TX,Harris,29.834,-95.4342
77281,Houston,TX,Harris,29.834,-95.4342
77282,Houston,TX,Harris,29.834,-95.4342
77284,Houston,TX,Harris,29.834,-95.4342
77287,Houston,TX,Harris,29.834,-95.4342
77288,Houston,TX,Harris,29.834,-95.4342
77289,Houston,TX,Harris,29.834,-95.4342
77290,Houston,TX,Harris,29.834,-95.4342
77291,Houston,TX,Harris,29.834,-95.4342
77292,Houston,TX,Harris,29.7443,-95.3326
77293,Houston,TX,Harris,29.834,-95.4342
77297,Houston,TX,Harris,29.834,-95.4342
77298,Houston,TX,Harris,29.834,-95.4342
77299,Houston,TX,Harris,29.834,-95.4342
77315,North Houston,TX,Harris,29.834,-95.4342
77325,Humble,TX,Harris,29.834,-95.4342
77336,Huffman,TX,Harris,30.0565,-95.1051
77337,Hufsmith,TX,Harris,29.834,-95.4342
77338,Humble,TX,Harris,30.0041,-95.2825
77339,Humble,TX,Harris,30.0563,-95.2107
77345,Humble,TX,Harris,30.0566,-95.1707
77346,Humble,TX,Harris,30.0042,-95.1728
77347,Humble,TX,Harris,29.834,-95.4342
77373,Spring,TX,Harris,30.0532,-95.3773
77375,Tomball,TX,Harris,30.0739,-95.6201
77377,Tomball,TX,Harris,29.834,-95.4342
77379,Spring,TX,Harris,30.0377,-95.5326
77382,Spring,TX,Harris,30.2106,-95.5257
77383,Spring,TX,Harris,29.834,-95.4342
77388,Spring,TX,Harris,30.0505,-95.4695
77389,Spring,TX,Harris,30.1044,-95.5066
77391,Spring,TX,Harris,29.834,-95.4342
77396,Humble,TX,Harris,29.9507,-95.2622
77401,Bellaire,TX,Harris,29.7023,-95.4611
77402,Bellaire,TX,Harris,29.834,-95.4342
77410,Cypress,TX,Harris,29.834,-95.4342
77411,Alief,TX,Harris,29.834,-95.4342
77413,Barker,TX,Harris,29.834,-95.4342
77429,Cypress,TX,Harris,29.9766,-95.6358
77433,Cypress,TX,Harris,29.8836,-95.7025
77447,Hockley,TX,Harris,30.0729,-95.8104
77449,Katy,TX,Harris,29.8323,-95.736
77450,Katy,TX,Harris,29.745,-95.7326
77491,Katy,TX,Harris,29.834,-95.4342
77492,Katy,TX,Harris,29.834,-95.4342
77493,Katy,TX,Harris,29.8678,-95.8298
77494,Katy,TX,Harris,29.7404,-95.8304
77501,Pasadena,TX,Harris,29.834,-95.4342
77502,Pasadena,TX,Harris,29.6789,-95.1982
77503,Pasadena,TX,Harris,29.6877,-95.1572
77504,Pasadena,TX,Harris,29.6501,-95.1885
77505,Pasadena,TX,Harris,29.6518,-95.1464
77506,Pasadena,TX,Harris,29.7009,-95.199
77507,Pasadena,TX,Harris,29.6224,-95.0545
77508,Pasadena,TX,Harris,29.5699,-95.1066
77520,Baytown,TX,Harris,29.7461,-94.9653
77521,Baytown,TX,Harris,29.7705,-94.9695
77522,Baytown,TX,Harris,29.834,-95.4342
77530,Channelview,TX,Harris,29.7914,-95.1317
77532,Crosby,TX,Harris,29.9249,-95.0578
77536,Deer Park,TX,Harris,29.6826,-95.1222
77547,Galena Park,TX,Harris,29.7392,-95.24
77562,Highlands,TX,Harris,29.8296,-95.0393
77571,La Porte,TX,Harris,29.6884,-95.0513
77572,La Porte,TX,Harris,29.834,-95.4342
77586,Seabrook,TX,Harris,29.5832,-95.037
77587,South Houston,TX,Harris,29.6601,-95.2258
77598,Webster,TX,Harris,29.5564,-95.144
75642,Elysian Fields,TX,Harrison,32.3863,-94.2105
75650,Hallsville,TX,Harrison,32.5073,-94.5333
75651,Harleton,TX,Harrison,32.6579,-94.4652
75659,Jonesville,TX,Harrison,32.5075,-94.1106
75661,Karnack,TX,Harrison,32.6205,-94.2
75670,Marshall,TX,Harrison,32.5338,-94.3619
75671,Marshall,TX,Harrison,32.5227,-94.3895
75672,Marshall,TX,Harrison,32.5165,-94.3251
75688,Scottsville,TX,Harrison,32.554,-94.2394
75692,Waskom,TX,Harrison,32.5184,-94.1355
75694,Woodlawn,TX,Harrison,32.6537,-94.3427
79018,Channing,TX,Hartley,35.7826,-102.3343
79044,Hartley,TX,Hartley,35.9311,-102.5221
76388,Weinert,TX,Haskell,33.3249,-99.6664
79521,Haskell,TX,Haskell,33.158,-99.7309
79539,O Brien,TX,Haskell,33.3749,-99.8473
79544,Rochester,TX,Haskell,33.3105,-99.8594
79547,Rule,TX,Haskell,33.1842,-99.8894
79548,Rule,TX,Haskell,33.0771,-99.959
78610,Buda,TX,Hays,30.0918,-97.8534
78619,Driftwood,TX,Hays,30.1072,-98.0327
78620,Dripping Springs,TX,Hays,30.2268,-98.1029
78640,Kyle,TX,Hays,29.9966,-97.8335
78666,San Marcos,TX,Hays,29.8754,-97.9404
78667,San Marcos,TX,Hays,30.0544,-98.0036
78676,Wimberley,TX,Hays,30.0265,-98.1123
79014,Canadian,TX,Hemphill,35.9045,-100.3841
75124,Eustace,TX,Henderson,32.2965,-96.0137
75143,Kemp,TX,Henderson,32.2486,-96.2161
75148,Malakoff,TX,Henderson,32.1705,-96.006
75163,Trinidad,TX,Henderson,32.1383,-96.0831
75751,Athens,TX,Henderson,32.1935,-95.8432
75752,Athens,TX,Henderson,32.2151,-95.79
75756,Brownsboro,TX,Henderson,32.2328,-95.5757
75758,Chandler,TX,Henderson,32.2572,-95.5393
75770,Larue,TX,Henderson,32.1608,-95.5927
75778,Murchison,TX,Henderson,32.3257,-95.7737
75782,Poynor,TX,Henderson,32.0797,-95.5938
78501,Mcallen,TX,Hidalgo,26.2154,-98.2359
78502,Mcallen,TX,Hidalgo,26.2567,-98.1989
78503,Mcallen,TX,Hidalgo,26.1771,-98.252
78504,Mcallen,TX,Hidalgo,26.2556,-98.2303
78505,Mcallen,TX,Hidalgo,26.4097,-98.2242
78516,Alamo,TX,Hidalgo,26.1906,-98.1164
78537,Donna,TX,Hidalgo,26.1671,-98.0529
78538,Edcouch,TX,Hidalgo,26.3328,-97.9622
78539,Edinburg,TX,Hidalgo,26.3042,-98.1569
78540,Edinburg,TX,Hidalgo,26.3194,-98.1909
78543,Elsa,TX,Hidalgo,26.2974,-97.9884
78549,Hargill,TX,Hidalgo,26.4671,-98.0393
78557,Hidalgo,TX,Hidalgo,26.1028,-98.2536
78558,La Blanca,TX,Hidalgo,26.3125,-98.0335
78560,La Joya,TX,Hidalgo,26.2426,-98.4747
78562,La Villa,TX,Hidalgo,26.2999,-97.9247
78563,Linn,TX,Hidalgo,26.6279,-98.2498
78565,Los Ebanos,TX,Hidalgo,26.246,-98.5553
78570,Mercedes,TX,Hidalgo,26.1513,-97.9185
78572,Mission,TX,Hidalgo,26.2644,-98.3909
78573,Mission,TX,Hidalgo,26.4097,-98.2242
78576,Penitas,TX,Hidalgo,26.278,-98.4469
78577,Pharr,TX,Hidalgo,26.1771,-98.187
78579,Progreso,TX,Hidalgo,26.0922,-97.9533
78589,San Juan,TX,Hidalgo,26.2044,-98.1537
78595,Sullivan City,TX,Hidalgo,26.272,-98.5627
78596,Weslaco,TX,Hidalgo,26.1694,-97.9887
78599,Weslaco,TX,Hidalgo,26.4097,-98.2242
76055,Itasca,TX,Hill,32.1636,-97.146
76621,Abbott,TX,Hill,31.8916,-97.0671
76622,Aquilla,TX,Hill,31.8589,-97.2258
76627,Blum,TX,Hill,32.1052,-97.3652
76628,Brandon,TX,Hill,32.0544,-96.9756
76631,Bynum,TX,Hill,31.9907,-96.9837
76636,Covington,TX,Hill,32.1595,-97.2591
76645,Hillsboro,TX,Hill,32.0149,-97.1198
76648,Hubbard,TX,Hill,31.8436,-96.8
76650,Irene,TX,Hill,31.9872,-97.1081
76660,Malone,TX,Hill,31.924,-96.8907
76666,Mertens,TX,Hill,32.0275,-96.8981
76673,Mount Calm,TX,Hill,31.7575,-96.8944
76676,Penelope,TX,Hill,31.8551,-96.9372
76692,Whitney,TX,Hill,31.9713,-97.3463
79313,Anton,TX,Hockley,33.8043,-102.1652
79336,Levelland,TX,Hockley,33.5788,-102.3676
79338,Levelland,TX,Hockley,33.5932,-102.3627
79353,Pep,TX,Hockley,33.8104,-102.5656
79358,Ropesville,TX,Hockley,33.4575,-102.1584
79367,Smyer,TX,Hockley,33.5918,-102.1692
79372,Sundown,TX,Hockley,33.4482,-102.4898
79380,Whitharral,TX,Hockley,33.7354,-102.3419
76035,Cresson,TX,Hood,32.5343,-97.6158
76048,Granbury,TX,Hood,32.425,-97.7742
76049,Granbury,TX,Hood,32.4488,-97.7285
76462,Lipan,TX,Hood,32.5072,-97.9536
76467,Paluxy,TX,Hood,32.3414,-97.9321
76476,Tolar,TX,Hood,32.3772,-97.8802
75420,Brashear,TX,Hopkins,33.1155,-95.7345
75431,Como,TX,Hopkins,33.0107,-95.4734
75433,Cumby,TX,Hopkins,33.1118,-95.7945
75437,Dike,TX,Hopkins,33.2648,-95.4423
75471,Pickton,TX,Hopkins,33.0519,-95.3851
75478,Saltillo,TX,Hopkins,33.1767,-95.3433
75481,Sulphur Bluff,TX,Hopkins,33.3334,-95.374
75482,Sulphur Springs,TX,Hopkins,33.1345,-95.5922
75483,Sulphur Springs,TX,Hopkins,33.1686,-95.5855
75835,Crockett,TX,Houston,31.3208,-95.3928
75844,Grapeland,TX,Houston,31.4972,-95.4447
75847,Kennard,TX,Houston,31.3384,-95.1541
75849,Latexo,TX,Houston,31.4064,-95.4719
75851,Lovelady,TX,Houston,31.0564,-95.5501
75858,Ratcliff,TX,Houston,31.3833,-95.0619
79511,Coahoma,TX,Howard,32.2942,-101.3197
79720,Big Spring,TX,Howard,32.2787,-101.4578
79721,Big Spring,TX,Howard,32.2733,-101.374
79733,Forsan,TX,Howard,32.1105,-101.3669
79748,Knott,TX,Howard,32.4125,-101.6517
79837,Dell City,TX,Hudspeth,31.924,-105.2099
79839,Fort Hancock,TX,Hudspeth,31.2969,-105.8234
79847,Salt Flat,TX,Hudspeth,31.8244,-105.2212
79851,Sierra Blanca,TX,Hudspeth,31.1938,-105.3219
75135,Caddo Mills,TX,Hunt,33.0683,-96.2391
75401,Greenville,TX,Hunt,33.1854,-96.1304
75402,Greenville,TX,Hunt,33.1047,-96.0927
75403,Greenville,TX,Hunt,33.2185,-96.0487
75404,Greenville,TX,Hunt,33.0563,-96.081
75422,Campbell,TX,Hunt,33.151,-95.9439
75423,Celeste,TX,Hunt,33.2649,-96.2076
75428,Commerce,TX,Hunt,33.2493,-95.9097
75429,Commerce,TX,Hunt,33.2377,-95.9089
75453,Lone Oak,TX,Hunt,32.9916,-95.9434
75458,Merit,TX,Hunt,33.2427,-96.2916
75474,Quinlan,TX,Hunt,32.8983,-96.1261
75496,Wolfe City,TX,Hunt,33.3605,-96.0691
79007,Borger,TX,Hutchinson,35.6767,-101.431
79008,Borger,TX,Hutchinson,35.6316,-101.5994
79036,Fritch,TX,Hutchinson,35.6441,-101.5845
79078,Sanford,TX,Hutchinson,35.7011,-101.56
79083,Stinnett,TX,Hutchinson,35.8377,-101.45
76930,Barnhart,TX,Irion,31.1596,-101.1918
76941,Mertzon,TX,Irion,31.2829,-100.8221
76427,Bryson,TX,Jack,33.1615,-98.3874
76458,Jacksboro,TX,Jack,33.2347,-98.1681
76459,Jermyn,TX,Jack,33.2636,-98.3931
76486,Perrin,TX,Jack,33.0585,-98.044
77957,Edna,TX,Jackson,28.9527,-96.6488
77961,Francitas,TX,Jackson,28.8652,-96.3618
77962,Ganado,TX,Jackson,29.0308,-96.5031
77969,La Salle,TX,Jackson,28.7671,-96.6492
77970,La Ward,TX,Jackson,28.8381,-96.4135
77971,Lolita,TX,Jackson,28.7724,-96.4793
77991,Vanderbilt,TX,Jackson,28.8068,-96.6042
75951,Jasper,TX,Jasper,30.8673,-93.9977
75956,Kirbyville,TX,Jasper,30.6583,-93.8984
77612,Buna,TX,Jasper,30.4132,-93.9913
77615,Evadale,TX,Jasper,30.3129,-94.0731
79734,Fort Davis,TX,Jeff Davis,30.6131,-103.9364
79854,Valentine,TX,Jeff Davis,30.62,-104.4811
77613,China,TX,Jefferson,30.0108,-94.363
77619,Groves,TX,Jefferson,29.9448,-93.9152
77622,Hamshire,TX,Jefferson,29.8668,-94.3187
77627,Nederland,TX,Jefferson,29.9716,-94.0012
77629,Nome,TX,Jefferson,30.0015,-94.4189
77640,Port Arthur,TX,Jefferson,29.8709,-93.9643
77641,Port Arthur,TX,Jefferson,29.8476,-94.1297
77642,Port Arthur,TX,Jefferson,29.9212,-93.927
77643,Port Arthur,TX,Jefferson,29.9621,-93.8679
77651,Port Neches,TX,Jefferson,29.977,-93.9626
77655,Sabine Pass,TX,Jefferson,29.6682,-94.096
